Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 18,874,368
  lm_head                 : 6,291,456
  transformer_matrices    : 56,623,680
  scalars                 : 12
  total                   : 88,080,972
Estimated FLOPs per token: 4.529883e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011235 | lrm: 1.00 | dt: 15237ms | tok/sec: 17,204 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.714343 | lrm: 1.00 | dt: 249ms | tok/sec: 1,052,836 | mfu: 48.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.130410 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,277 | mfu: 47.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.693386 | lrm: 1.00 | dt: 255ms | tok/sec: 1,028,879 | mfu: 47.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.388203 | lrm: 1.00 | dt: 273ms | tok/sec: 959,211 | mfu: 43.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.142516 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,210 | mfu: 46.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.941805 | lrm: 1.00 | dt: 317ms | tok/sec: 827,504 | mfu: 37.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.775773 | lrm: 1.00 | dt: 285ms | tok/sec: 921,031 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.631491 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,731 | mfu: 46.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.509102 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,022 | mfu: 46.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.408874 | lrm: 1.00 | dt: 276ms | tok/sec: 950,540 | mfu: 43.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.316942 | lrm: 1.00 | dt: 263ms | tok/sec: 996,360 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.231998 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,373 | mfu: 46.6% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.160835 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,945 | mfu: 46.2% | epoch: 1 | remaining: 299s    
step 00470 (40.2%) | loss: 3.161821 | lrm: 1.00 | dt: 262ms | tok/sec: 1,000,746 | mfu: 45.8% | epoch: 1 | remaining: 179s    
step 00471 (40.3%) | loss: 3.159697 | lrm: 1.00 | dt: 263ms | tok/sec: 997,988 | mfu: 45.7% | epoch: 1 | remaining: 179s    
step 00472 (40.4%) | loss: 3.157512 | lrm: 1.00 | dt: 263ms | tok/sec: 996,129 | mfu: 45.6% | epoch: 1 | remaining: 178s    
step 00473 (40.5%) | loss: 3.155067 | lrm: 1.00 | dt: 267ms | tok/sec: 980,080 | mfu: 44.9% | epoch: 1 | remaining: 178s    
step 00474 (40.6%) | loss: 3.160544 | lrm: 1.00 | dt: 261ms | tok/sec: 1,002,816 | mfu: 45.9% | epoch: 1 | remaining: 178s    
step 00475 (40.7%) | loss: 3.155154 | lrm: 1.00 | dt: 264ms | tok/sec: 994,852 | mfu: 45.5% | epoch: 1 | remaining: 178s    
step 00476 (40.8%) | loss: 3.155784 | lrm: 1.00 | dt: 267ms | tok/sec: 983,070 | mfu: 45.0% | epoch: 1 | remaining: 177s    
step 00477 (40.9%) | loss: 3.157001 | lrm: 1.00 | dt: 262ms | tok/sec: 1,001,723 | mfu: 45.9% | epoch: 1 | remaining: 177s    
step 00478 (40.9%) | loss: 3.159769 | lrm: 1.00 | dt: 262ms | tok/sec: 1,001,235 | mfu: 45.8% | epoch: 1 | remaining: 177s    
step 00479 (41.0%) | loss: 3.157400 | lrm: 1.00 | dt: 265ms | tok/sec: 989,950 | mfu: 45.3% | epoch: 1 | remaining: 177s    
step 00480 (41.1%) | loss: 3.152692 | lrm: 1.00 | dt: 265ms | tok/sec: 988,063 | mfu: 45.2% | epoch: 1 | remaining: 176s    
step 00481 (41.2%) | loss: 3.147712 | lrm: 1.00 | dt: 266ms | tok/sec: 984,079 | mfu: 45.1% | epoch: 1 | remaining: 176s    
step 00482 (41.3%) | loss: 3.140242 | lrm: 1.00 | dt: 262ms | tok/sec: 1,001,550 | mfu: 45.9% | epoch: 1 | remaining: 176s    
step 00483 (41.4%) | loss: 3.141262 | lrm: 1.00 | dt: 266ms | tok/sec: 985,186 | mfu: 45.1% | epoch: 1 | remaining: 176s    
step 00484 (41.5%) | loss: 3.139376 | lrm: 1.00 | dt: 265ms | tok/sec: 988,285 | mfu: 45.2% | epoch: 1 | remaining: 175s    
step 00485 (41.6%) | loss: 3.142258 | lrm: 1.00 | dt: 261ms | tok/sec: 1,006,249 | mfu: 46.1% | epoch: 1 | remaining: 175s    
step 00486 (41.6%) | loss: 3.145839 | lrm: 1.00 | dt: 261ms | tok/sec: 1,004,318 | mfu: 46.0% | epoch: 1 | remaining: 175s    
step 00487 (41.7%) | loss: 3.146309 | lrm: 1.00 | dt: 263ms | tok/sec: 996,723 | mfu: 45.6% | epoch: 1 | remaining: 175s    
step 00488 (41.8%) | loss: 3.149696 | lrm: 1.00 | dt: 263ms | tok/sec: 997,635 | mfu: 45.7% | epoch: 1 | remaining: 174s    
step 00489 (41.9%) | loss: 3.149390 | lrm: 1.00 | dt: 262ms | tok/sec: 1,001,324 | mfu: 45.8% | epoch: 1 | remaining: 174s    
step 00490 (42.0%) | loss: 3.150483 | lrm: 1.00 | dt: 263ms | tok/sec: 996,410 | mfu: 45.6% | epoch: 1 | remaining: 174s    
step 00491 (42.1%) | loss: 3.143280 | lrm: 1.00 | dt: 265ms | tok/sec: 989,711 | mfu: 45.3% | epoch: 1 | remaining: 173s    
step 00492 (42.2%) | loss: 3.139704 | lrm: 1.00 | dt: 263ms | tok/sec: 996,782 | mfu: 45.6% | epoch: 1 | remaining: 173s    
step 00493 (42.3%) | loss: 3.136054 | lrm: 1.00 | dt: 262ms | tok/sec: 1,001,415 | mfu: 45.8% | epoch: 1 | remaining: 173s    
step 00494 (42.3%) | loss: 3.139364 | lrm: 1.00 | dt: 262ms | tok/sec: 1,000,072 | mfu: 45.8% | epoch: 1 | remaining: 173s    
step 00495 (42.4%) | loss: 3.131154 | lrm: 1.00 | dt: 266ms | tok/sec: 986,089 | mfu: 45.1% | epoch: 1 | remaining: 172s    
step 00496 (42.5%) | loss: 3.129999 | lrm: 1.00 | dt: 263ms | tok/sec: 997,081 | mfu: 45.6% | epoch: 1 | remaining: 172s    
step 00497 (42.6%) | loss: 3.132279 | lrm: 1.00 | dt: 263ms | tok/sec: 995,270 | mfu: 45.6% | epoch: 1 | remaining: 172s    
step 00498 (42.7%) | loss: 3.135173 | lrm: 1.00 | dt: 264ms | tok/sec: 993,405 | mfu: 45.5% | epoch: 1 | remaining: 172s    
step 00499 (42.8%) | loss: 3.136068 | lrm: 1.00 | dt: 264ms | tok/sec: 992,466 | mfu: 45.4% | epoch: 1 | remaining: 171s    
step 00500 (42.9%) | loss: 3.130424 | lrm: 1.00 | dt: 263ms | tok/sec: 996,899 | mfu: 45.6% | epoch: 1 | remaining: 171s    
step 00501 (43.0%) | loss: 3.131246 | lrm: 1.00 | dt: 263ms | tok/sec: 998,189 | mfu: 45.7% | epoch: 1 | remaining: 171s    
step 00502 (43.0%) | loss: 3.129515 | lrm: 1.00 | dt: 265ms | tok/sec: 988,023 | mfu: 45.2% | epoch: 1 | remaining: 171s    
step 00503 (43.1%) | loss: 3.133038 | lrm: 1.00 | dt: 264ms | tok/sec: 993,130 | mfu: 45.5% | epoch: 1 | remaining: 170s    
step 00504 (43.2%) | loss: 3.132410 | lrm: 1.00 | dt: 264ms | tok/sec: 993,913 | mfu: 45.5% | epoch: 1 | remaining: 170s    
step 00505 (43.3%) | loss: 3.134717 | lrm: 1.00 | dt: 262ms | tok/sec: 999,753 | mfu: 45.8% | epoch: 1 | remaining: 170s    
step 00506 (43.4%) | loss: 3.132989 | lrm: 1.00 | dt: 265ms | tok/sec: 988,997 | mfu: 45.3% | epoch: 1 | remaining: 170s    
step 00507 (43.5%) | loss: 3.136264 | lrm: 1.00 | dt: 263ms | tok/sec: 996,482 | mfu: 45.6% | epoch: 1 | remaining: 169s    
step 00508 (43.6%) | loss: 3.127090 | lrm: 1.00 | dt: 264ms | tok/sec: 994,586 | mfu: 45.5% | epoch: 1 | remaining: 169s    
step 00509 (43.7%) | loss: 3.131759 | lrm: 1.00 | dt: 262ms | tok/sec: 1,001,685 | mfu: 45.9% | epoch: 1 | remaining: 169s    
step 00510 (43.8%) | loss: 3.128196 | lrm: 1.00 | dt: 264ms | tok/sec: 994,401 | mfu: 45.5% | epoch: 1 | remaining: 168s    
step 00511 (43.8%) | loss: 3.129660 | lrm: 1.00 | dt: 263ms | tok/sec: 998,302 | mfu: 45.7% | epoch: 1 | remaining: 168s    
step 00512 (43.9%) | loss: 3.128537 | lrm: 1.00 | dt: 264ms | tok/sec: 991,506 | mfu: 45.4% | epoch: 1 | remaining: 168s    
step 00513 (44.0%) | loss: 3.124861 | lrm: 1.00 | dt: 264ms | tok/sec: 994,328 | mfu: 45.5% | epoch: 1 | remaining: 168s    
step 00514 (44.1%) | loss: 3.120941 | lrm: 1.00 | dt: 266ms | tok/sec: 987,306 | mfu: 45.2% | epoch: 1 | remaining: 167s    
step 00515 (44.2%) | loss: 3.123200 | lrm: 1.00 | dt: 261ms | tok/sec: 1,003,491 | mfu: 45.9% | epoch: 1 | remaining: 167s    
step 00516 (44.3%) | loss: 3.122921 | lrm: 1.00 | dt: 265ms | tok/sec: 990,017 | mfu: 45.3% | epoch: 1 | remaining: 167s    
step 00517 (44.4%) | loss: 3.118135 | lrm: 1.00 | dt: 264ms | tok/sec: 994,065 | mfu: 45.5% | epoch: 1 | remaining: 167s    
step 00518 (44.5%) | loss: 3.120629 | lrm: 1.00 | dt: 263ms | tok/sec: 995,317 | mfu: 45.6% | epoch: 1 | remaining: 166s    
step 00519 (44.5%) | loss: 3.121660 | lrm: 1.00 | dt: 264ms | tok/sec: 993,634 | mfu: 45.5% | epoch: 1 | remaining: 166s    
step 00520 (44.6%) | loss: 3.122930 | lrm: 1.00 | dt: 263ms | tok/sec: 997,917 | mfu: 45.7% | epoch: 1 | remaining: 166s    
step 00521 (44.7%) | loss: 3.122354 | lrm: 1.00 | dt: 265ms | tok/sec: 990,740 | mfu: 45.4% | epoch: 1 | remaining: 166s    
step 00522 (44.8%) | loss: 3.121062 | lrm: 1.00 | dt: 261ms | tok/sec: 1,005,059 | mfu: 46.0% | epoch: 1 | remaining: 165s    
step 00523 (44.9%) | loss: 3.119729 | lrm: 1.00 | dt: 264ms | tok/sec: 992,066 | mfu: 45.4% | epoch: 1 | remaining: 165s    
step 00524 (45.0%) | loss: 3.122602 | lrm: 1.00 | dt: 266ms | tok/sec: 986,594 | mfu: 45.2% | epoch: 1 | remaining: 165s    
step 00525 (45.1%) | loss: 3.123702 | lrm: 1.00 | dt: 263ms | tok/sec: 995,823 | mfu: 45.6% | epoch: 1 | remaining: 165s    
step 00526 (45.2%) | loss: 3.120855 | lrm: 1.00 | dt: 261ms | tok/sec: 1,005,406 | mfu: 46.0% | epoch: 1 | remaining: 164s    
step 00527 (45.2%) | loss: 3.121140 | lrm: 1.00 | dt: 263ms | tok/sec: 995,487 | mfu: 45.6% | epoch: 1 | remaining: 164s    
step 00528 (45.3%) | loss: 3.118221 | lrm: 1.00 | dt: 263ms | tok/sec: 995,134 | mfu: 45.6% | epoch: 1 | remaining: 164s    
step 00529 (45.4%) | loss: 3.119597 | lrm: 1.00 | dt: 263ms | tok/sec: 998,319 | mfu: 45.7% | epoch: 1 | remaining: 163s    
step 00530 (45.5%) | loss: 3.117322 | lrm: 1.00 | dt: 263ms | tok/sec: 996,996 | mfu: 45.6% | epoch: 1 | remaining: 163s    
step 00531 (45.6%) | loss: 3.117205 | lrm: 1.00 | dt: 265ms | tok/sec: 988,922 | mfu: 45.3% | epoch: 1 | remaining: 163s    
step 00532 (45.7%) | loss: 3.117191 | lrm: 1.00 | dt: 264ms | tok/sec: 992,248 | mfu: 45.4% | epoch: 1 | remaining: 163s    
step 00533 (45.8%) | loss: 3.113756 | lrm: 1.00 | dt: 263ms | tok/sec: 997,797 | mfu: 45.7% | epoch: 1 | remaining: 162s    
step 00534 (45.9%) | loss: 3.111642 | lrm: 1.00 | dt: 263ms | tok/sec: 997,186 | mfu: 45.7% | epoch: 1 | remaining: 162s    
step 00535 (45.9%) | loss: 3.109450 | lrm: 1.00 | dt: 264ms | tok/sec: 991,550 | mfu: 45.4% | epoch: 1 | remaining: 162s    
step 00536 (46.0%) | loss: 3.104928 | lrm: 1.00 | dt: 265ms | tok/sec: 987,402 | mfu: 45.2% | epoch: 1 | remaining: 162s    
step 00537 (46.1%) | loss: 3.105912 | lrm: 1.00 | dt: 260ms | tok/sec: 1,007,901 | mfu: 46.1% | epoch: 1 | remaining: 161s    
step 00538 (46.2%) | loss: 3.108885 | lrm: 1.00 | dt: 262ms | tok/sec: 999,516 | mfu: 45.8% | epoch: 1 | remaining: 161s    
step 00539 (46.3%) | loss: 3.106186 | lrm: 1.00 | dt: 264ms | tok/sec: 993,551 | mfu: 45.5% | epoch: 1 | remaining: 161s    
step 00540 (46.4%) | loss: 3.107695 | lrm: 1.00 | dt: 264ms | tok/sec: 993,375 | mfu: 45.5% | epoch: 1 | remaining: 161s    
step 00541 (46.5%) | loss: 3.109290 | lrm: 1.00 | dt: 262ms | tok/sec: 999,940 | mfu: 45.8% | epoch: 1 | remaining: 160s    
step 00542 (46.6%) | loss: 3.106413 | lrm: 1.00 | dt: 265ms | tok/sec: 988,516 | mfu: 45.3% | epoch: 1 | remaining: 160s    
step 00543 (46.6%) | loss: 3.107777 | lrm: 1.00 | dt: 263ms | tok/sec: 997,167 | mfu: 45.6% | epoch: 1 | remaining: 160s    
step 00544 (46.7%) | loss: 3.110668 | lrm: 1.00 | dt: 262ms | tok/sec: 1,000,864 | mfu: 45.8% | epoch: 1 | remaining: 160s    
step 00545 (46.8%) | loss: 3.113110 | lrm: 1.00 | dt: 261ms | tok/sec: 1,003,076 | mfu: 45.9% | epoch: 1 | remaining: 159s    
step 00546 (46.9%) | loss: 3.112989 | lrm: 1.00 | dt: 264ms | tok/sec: 992,110 | mfu: 45.4% | epoch: 1 | remaining: 159s    
step 00547 (47.0%) | loss: 3.110177 | lrm: 1.00 | dt: 263ms | tok/sec: 996,235 | mfu: 45.6% | epoch: 1 | remaining: 159s    
step 00548 (47.1%) | loss: 3.109760 | lrm: 1.00 | dt: 262ms | tok/sec: 999,577 | mfu: 45.8% | epoch: 1 | remaining: 158s    
step 00549 (47.2%) | loss: 3.108892 | lrm: 1.00 | dt: 265ms | tok/sec: 989,527 | mfu: 45.3% | epoch: 1 | remaining: 158s    
step 00550 (47.3%) | loss: 3.109981 | lrm: 1.00 | dt: 264ms | tok/sec: 992,727 | mfu: 45.4% | epoch: 1 | remaining: 158s    
step 00551 (47.3%) | loss: 3.105990 | lrm: 1.00 | dt: 262ms | tok/sec: 1,000,667 | mfu: 45.8% | epoch: 1 | remaining: 158s    
step 00552 (47.4%) | loss: 3.105124 | lrm: 1.00 | dt: 262ms | tok/sec: 1,000,905 | mfu: 45.8% | epoch: 1 | remaining: 157s    
step 00553 (47.5%) | loss: 3.110855 | lrm: 1.00 | dt: 265ms | tok/sec: 989,535 | mfu: 45.3% | epoch: 1 | remaining: 157s    
step 00554 (47.6%) | loss: 3.108179 | lrm: 1.00 | dt: 265ms | tok/sec: 988,465 | mfu: 45.3% | epoch: 1 | remaining: 157s    
step 00555 (47.7%) | loss: 3.106350 | lrm: 1.00 | dt: 261ms | tok/sec: 1,002,760 | mfu: 45.9% | epoch: 1 | remaining: 157s    
step 00556 (47.8%) | loss: 3.108954 | lrm: 1.00 | dt: 262ms | tok/sec: 1,002,369 | mfu: 45.9% | epoch: 1 | remaining: 156s    
step 00557 (47.9%) | loss: 3.106146 | lrm: 1.00 | dt: 264ms | tok/sec: 993,539 | mfu: 45.5% | epoch: 1 | remaining: 156s    
step 00558 (48.0%) | loss: 3.106299 | lrm: 1.00 | dt: 263ms | tok/sec: 996,562 | mfu: 45.6% | epoch: 1 | remaining: 156s    
step 00559 (48.1%) | loss: 3.107782 | lrm: 1.00 | dt: 262ms | tok/sec: 1,001,490 | mfu: 45.8% | epoch: 1 | remaining: 156s    
step 00560 (48.1%) | loss: 3.105809 | lrm: 1.00 | dt: 264ms | tok/sec: 992,181 | mfu: 45.4% | epoch: 1 | remaining: 155s    
step 00561 (48.2%) | loss: 3.105457 | lrm: 1.00 | dt: 265ms | tok/sec: 987,677 | mfu: 45.2% | epoch: 1 | remaining: 155s    
step 00562 (48.3%) | loss: 3.106996 | lrm: 1.00 | dt: 263ms | tok/sec: 997,177 | mfu: 45.7% | epoch: 1 | remaining: 155s    
step 00563 (48.4%) | loss: 3.108311 | lrm: 1.00 | dt: 261ms | tok/sec: 1,005,262 | mfu: 46.0% | epoch: 1 | remaining: 155s    
step 00564 (48.5%) | loss: 3.111724 | lrm: 1.00 | dt: 267ms | tok/sec: 981,055 | mfu: 44.9% | epoch: 1 | remaining: 154s    
step 00565 (48.6%) | loss: 3.109952 | lrm: 1.00 | dt: 265ms | tok/sec: 990,671 | mfu: 45.4% | epoch: 1 | remaining: 154s    
step 00566 (48.7%) | loss: 3.108499 | lrm: 1.00 | dt: 264ms | tok/sec: 992,573 | mfu: 45.4% | epoch: 1 | remaining: 154s    
step 00567 (48.8%) | loss: 3.109523 | lrm: 1.00 | dt: 264ms | tok/sec: 992,346 | mfu: 45.4% | epoch: 1 | remaining: 153s    
step 00568 (48.8%) | loss: 3.109468 | lrm: 1.00 | dt: 264ms | tok/sec: 994,557 | mfu: 45.5% | epoch: 1 | remaining: 153s    
step 00569 (48.9%) | loss: 3.106604 | lrm: 1.00 | dt: 264ms | tok/sec: 993,750 | mfu: 45.5% | epoch: 1 | remaining: 153s    
step 00570 (49.0%) | loss: 3.105237 | lrm: 1.00 | dt: 263ms | tok/sec: 997,416 | mfu: 45.7% | epoch: 1 | remaining: 153s    
step 00571 (49.1%) | loss: 3.103934 | lrm: 1.00 | dt: 267ms | tok/sec: 981,103 | mfu: 44.9% | epoch: 1 | remaining: 152s    
step 00572 (49.2%) | loss: 3.105966 | lrm: 1.00 | dt: 261ms | tok/sec: 1,003,618 | mfu: 45.9% | epoch: 1 | remaining: 152s    
step 00573 (49.3%) | loss: 3.105213 | lrm: 1.00 | dt: 262ms | tok/sec: 1,002,044 | mfu: 45.9% | epoch: 1 | remaining: 152s    
step 00574 (49.4%) | loss: 3.101761 | lrm: 1.00 | dt: 265ms | tok/sec: 990,595 | mfu: 45.3% | epoch: 1 | remaining: 152s    
step 00575 (49.5%) | loss: 3.100720 | lrm: 1.00 | dt: 266ms | tok/sec: 984,545 | mfu: 45.1% | epoch: 1 | remaining: 151s    
step 00576 (49.5%) | loss: 3.100633 | lrm: 1.00 | dt: 263ms | tok/sec: 996,665 | mfu: 45.6% | epoch: 1 | remaining: 151s    
step 00577 (49.6%) | loss: 3.105657 | lrm: 1.00 | dt: 262ms | tok/sec: 1,001,332 | mfu: 45.8% | epoch: 1 | remaining: 151s    
step 00578 (49.7%) | loss: 3.108446 | lrm: 1.00 | dt: 265ms | tok/sec: 991,050 | mfu: 45.4% | epoch: 1 | remaining: 151s    
step 00579 (49.8%) | loss: 3.105671 | lrm: 1.00 | dt: 265ms | tok/sec: 988,672 | mfu: 45.3% | epoch: 1 | remaining: 150s    
step 00580 (49.9%) | loss: 3.102758 | lrm: 1.00 | dt: 263ms | tok/sec: 996,339 | mfu: 45.6% | epoch: 1 | remaining: 150s    
step 00581 (50.0%) | loss: 3.100027 | lrm: 1.00 | dt: 263ms | tok/sec: 995,504 | mfu: 45.6% | epoch: 1 | remaining: 150s    
step 00582 (50.1%) | loss: 3.103465 | lrm: 1.00 | dt: 263ms | tok/sec: 995,664 | mfu: 45.6% | epoch: 1 | remaining: 150s    
step 00583 (50.2%) | loss: 3.101976 | lrm: 1.00 | dt: 263ms | tok/sec: 998,428 | mfu: 45.7% | epoch: 1 | remaining: 149s    
step 00584 (50.2%) | loss: 3.094640 | lrm: 1.00 | dt: 261ms | tok/sec: 1,004,563 | mfu: 46.0% | epoch: 1 | remaining: 149s    
step 00585 (50.3%) | loss: 3.093571 | lrm: 0.99 | dt: 261ms | tok/sec: 1,003,624 | mfu: 45.9% | epoch: 1 | remaining: 149s    
step 00586 (50.4%) | loss: 3.087942 | lrm: 0.99 | dt: 267ms | tok/sec: 980,787 | mfu: 44.9% | epoch: 1 | remaining: 148s    
step 00587 (50.5%) | loss: 3.086333 | lrm: 0.99 | dt: 265ms | tok/sec: 989,392 | mfu: 45.3% | epoch: 1 | remaining: 148s    
step 00588 (50.6%) | loss: 3.087109 | lrm: 0.99 | dt: 261ms | tok/sec: 1,003,182 | mfu: 45.9% | epoch: 1 | remaining: 148s    
step 00589 (50.7%) | loss: 3.086479 | lrm: 0.99 | dt: 263ms | tok/sec: 998,407 | mfu: 45.7% | epoch: 1 | remaining: 148s    
step 00590 (50.8%) | loss: 3.087697 | lrm: 0.99 | dt: 263ms | tok/sec: 995,712 | mfu: 45.6% | epoch: 1 | remaining: 147s    
step 00591 (50.9%) | loss: 3.092474 | lrm: 0.98 | dt: 264ms | tok/sec: 993,696 | mfu: 45.5% | epoch: 1 | remaining: 147s    
step 00592 (51.0%) | loss: 3.093402 | lrm: 0.98 | dt: 291ms | tok/sec: 899,621 | mfu: 41.2% | epoch: 1 | remaining: 147s    
step 00593 (51.0%) | loss: 3.095111 | lrm: 0.98 | dt: 259ms | tok/sec: 1,011,206 | mfu: 46.3% | epoch: 1 | remaining: 147s    
step 00594 (51.1%) | loss: 3.089560 | lrm: 0.98 | dt: 266ms | tok/sec: 985,096 | mfu: 45.1% | epoch: 1 | remaining: 146s    
step 00595 (51.2%) | loss: 3.095203 | lrm: 0.98 | dt: 263ms | tok/sec: 998,610 | mfu: 45.7% | epoch: 1 | remaining: 146s    
step 00596 (51.3%) | loss: 3.096693 | lrm: 0.98 | dt: 266ms | tok/sec: 983,743 | mfu: 45.0% | epoch: 1 | remaining: 146s    
step 00597 (51.4%) | loss: 3.092992 | lrm: 0.97 | dt: 264ms | tok/sec: 994,160 | mfu: 45.5% | epoch: 1 | remaining: 146s    
step 00598 (51.5%) | loss: 3.090294 | lrm: 0.97 | dt: 262ms | tok/sec: 1,000,846 | mfu: 45.8% | epoch: 1 | remaining: 145s    
step 00599 (51.6%) | loss: 3.082192 | lrm: 0.97 | dt: 262ms | tok/sec: 1,000,062 | mfu: 45.8% | epoch: 1 | remaining: 145s    
step 00600 (51.7%) | loss: 3.083583 | lrm: 0.97 | dt: 265ms | tok/sec: 990,315 | mfu: 45.3% | epoch: 1 | remaining: 145s    
step 00601 (51.7%) | loss: 3.084041 | lrm: 0.97 | dt: 263ms | tok/sec: 995,590 | mfu: 45.6% | epoch: 1 | remaining: 144s    
step 00602 (51.8%) | loss: 3.082623 | lrm: 0.97 | dt: 264ms | tok/sec: 992,012 | mfu: 45.4% | epoch: 1 | remaining: 144s    
step 00603 (51.9%) | loss: 3.084667 | lrm: 0.97 | dt: 264ms | tok/sec: 992,651 | mfu: 45.4% | epoch: 1 | remaining: 144s    
step 00604 (52.0%) | loss: 3.082651 | lrm: 0.96 | dt: 263ms | tok/sec: 995,387 | mfu: 45.6% | epoch: 1 | remaining: 144s    
step 00605 (52.1%) | loss: 3.082286 | lrm: 0.96 | dt: 264ms | tok/sec: 993,176 | mfu: 45.5% | epoch: 1 | remaining: 143s    
step 00606 (52.2%) | loss: 3.083723 | lrm: 0.96 | dt: 264ms | tok/sec: 992,310 | mfu: 45.4% | epoch: 1 | remaining: 143s    
step 00607 (52.3%) | loss: 3.083408 | lrm: 0.96 | dt: 265ms | tok/sec: 989,668 | mfu: 45.3% | epoch: 1 | remaining: 143s    
step 00608 (52.4%) | loss: 3.082200 | lrm: 0.96 | dt: 263ms | tok/sec: 996,846 | mfu: 45.6% | epoch: 1 | remaining: 143s    
step 00609 (52.5%) | loss: 3.079456 | lrm: 0.96 | dt: 262ms | tok/sec: 1,001,205 | mfu: 45.8% | epoch: 1 | remaining: 142s    
step 00610 (52.5%) | loss: 3.079566 | lrm: 0.95 | dt: 263ms | tok/sec: 995,016 | mfu: 45.6% | epoch: 1 | remaining: 142s    
step 00611 (52.6%) | loss: 3.078295 | lrm: 0.95 | dt: 263ms | tok/sec: 994,966 | mfu: 45.5% | epoch: 1 | remaining: 142s    
step 00612 (52.7%) | loss: 3.075998 | lrm: 0.95 | dt: 264ms | tok/sec: 993,598 | mfu: 45.5% | epoch: 1 | remaining: 142s    
step 00613 (52.8%) | loss: 3.072587 | lrm: 0.95 | dt: 263ms | tok/sec: 997,066 | mfu: 45.6% | epoch: 1 | remaining: 141s    
step 00614 (52.9%) | loss: 3.069099 | lrm: 0.95 | dt: 263ms | tok/sec: 995,087 | mfu: 45.6% | epoch: 1 | remaining: 141s    
step 00615 (53.0%) | loss: 3.064817 | lrm: 0.95 | dt: 262ms | tok/sec: 999,368 | mfu: 45.8% | epoch: 1 | remaining: 141s    
step 00616 (53.1%) | loss: 3.062397 | lrm: 0.94 | dt: 262ms | tok/sec: 1,001,153 | mfu: 45.8% | epoch: 1 | remaining: 141s    
step 00617 (53.2%) | loss: 3.060919 | lrm: 0.94 | dt: 267ms | tok/sec: 982,551 | mfu: 45.0% | epoch: 1 | remaining: 140s    
step 00618 (53.2%) | loss: 3.056448 | lrm: 0.94 | dt: 264ms | tok/sec: 992,578 | mfu: 45.4% | epoch: 1 | remaining: 140s    
step 00619 (53.3%) | loss: 3.054868 | lrm: 0.94 | dt: 262ms | tok/sec: 999,614 | mfu: 45.8% | epoch: 1 | remaining: 140s    
step 00620 (53.4%) | loss: 3.051648 | lrm: 0.94 | dt: 262ms | tok/sec: 1,000,596 | mfu: 45.8% | epoch: 1 | remaining: 139s    
step 00621 (53.5%) | loss: 3.055689 | lrm: 0.94 | dt: 263ms | tok/sec: 995,059 | mfu: 45.6% | epoch: 1 | remaining: 139s    
step 00622 (53.6%) | loss: 3.052484 | lrm: 0.94 | dt: 263ms | tok/sec: 996,871 | mfu: 45.6% | epoch: 1 | remaining: 139s    
step 00623 (53.7%) | loss: 3.054801 | lrm: 0.93 | dt: 263ms | tok/sec: 996,366 | mfu: 45.6% | epoch: 1 | remaining: 139s    
step 00624 (53.8%) | loss: 3.055014 | lrm: 0.93 | dt: 263ms | tok/sec: 995,138 | mfu: 45.6% | epoch: 1 | remaining: 138s    
step 00625 (53.9%) | loss: 3.055393 | lrm: 0.93 | dt: 265ms | tok/sec: 989,906 | mfu: 45.3% | epoch: 1 | remaining: 138s    
step 00626 (53.9%) | loss: 3.056827 | lrm: 0.93 | dt: 265ms | tok/sec: 989,834 | mfu: 45.3% | epoch: 1 | remaining: 138s    
step 00627 (54.0%) | loss: 3.055968 | lrm: 0.93 | dt: 262ms | tok/sec: 1,000,676 | mfu: 45.8% | epoch: 1 | remaining: 138s    
